0.56828710626177781E-6,0.97552583788740321E-6,0.16569656757781104E-5,0.64963905366255403E-6,0.15489438620619467E-5,0.16756469545242680E-5,0.11414214462490690E-5,0.63793215154817062E-6,0.38289273973646232E-6,0.19333450396175067E-6,0.37765301996728340E-6,0.40563907788282449E-6,0.69931512047372024E-2,0.93004218989278797E-2,0.87260749559892048E-2,0.60760140189852763E-2,0.65730706293454233E-2,0.54845087560373429E-2,0.39036012063675685E-2,0.24314536721359303E-2,0.17866749554951156E-2,0.15501487857116913E-2,0.22510283535615017E-2,0.33453837749775062E-2,0.13732694359447351E-4,0.23570353668844746E-4,0.39706384669102590E-4,0.15669006803165075E-4,0.36941597780781876E-4,0.39664435780295548E-4,0.27242368982882681E-4,0.15228402716616074E-4,0.91717550887437937E-5,0.46413765275588048E-5,0.90738837776882519E-5,0.97549458288881397E-5,0.17154011544562309E-7,0.29277158475338183E-7,0.49507598021136801E-7,0.19180168564503219E-7,0.45351811195359915E-7,0.48081094661256429E-7,0.32974423191944879E-7,0.17967693999310086E-7,0.11039480440899752E-7,0.56131765902023290E-8,0.10805289996085321E-7,0.12356071721342232E-7,0.50291504294364131E-7,0.84687368229197091E-7,0.11450698167436713E-6,0.57993343460793767E-7,0.11445311365321231E-6,0.97579944124959184E-7,0.84577322922996245E-7,0.41816505813585536E-7,0.25989255192371274E-7,0.13664802622770367E-7,0.27500846044858918E-7,0.33113245478944009E-7
0.27245027123257159E-5,0.42099102426362833E-5,0.36311489592932844E-5,0.26766786787035812E-5,0.14219238897439368E-5,0.37205716729715732E-5,0.25405461512306715E-5,0.10974465292079572E-4,0.58262798807717786E-5,0.35140234722064179E-5,0.60256863054775067E-5,0.85047389131176487E-6,0.31559199697994700E-7,0.59206550773183153E-7,0.54663007453825685E-7,0.31259661525950833E-7,0.23875945664997289E-7,0.65398453319431837E-7,0.20367485475958347E-7,0.85396711924090596E-7,0.36980296602706630E-7,0.22382662390185715E-7,0.35843128465273821E-7,0.45114356694853086E-8,0.36121999613669686E-5,0.56232940082168170E-5,0.49018249015375659E-5,0.35626092298457479E-5,0.19054805733276226E-5,0.49429908388631816E-5,0.33448780190070693E-5,0.14223256661338723E-4,0.75915756347910701E-5,0.46049351887234025E-5,0.78951901016921511E-5,0.11237994090862458E-5,0.70148021655613846E-2,0.93379627059686499E-2,0.87915727159160184E-2,0.61011225406693015E-2,0.66355443801846548E-2,0.55498107010665265E-2,0.39486408388800243E-2,0.24501160991174942E-2,0.17983297568302525E-2,0.15555997502580965E-2,0.22622703465868810E-2,0.33614912869683877E-2,0.19240516735408164E-5,0.29318076411044558E-5,0.24576710888624120E-5,0.18592086092894533E-5,0.99949633014517758E-6,0.26105378747587338E-5,0.17588132728008077E-5,0.73992139526524170E-5,0.40199472639557143E-5,0.24778870066910486E-5,0.42673441225105080E-5,0.60481646357857244E-6
0.34165962355577528E-3,0.71275614373552309E-3,0.11706939247642840E-2,0.50609580057623153E-3,0.40028753423015928E-3,0.35356039824247572E-3,0.35844642192688840E-3,0.34670705960514349E-3,0.17231662343933054E-3,0.81413913882105111E-4,0.97962202547405600E-4,0.11919235623183669E-3,0.74526868627029016E-5,0.18732501475919133E-4,0.29057127814979822E-4,0.13400734596065908E-4,0.12701403879273383E-4,0.88864335643121557E-5,0.60633172556852823E-5,0.50369977324906913E-5,0.19012127674658234E-5,0.82450515550805096E-6,0.88620148256760944E-6,0.13167035363260816E-5,0.30698734961494739E-3,0.64132621090272498E-3,0.10526271617313416E-2,0.45522247897148799E-3,0.36052297542394425E-3,0.31768010271764839E-3,0.32121025592443984E-3,0.31053208745153899E-3,0.15422745944546377E-3,0.72862629510142251E-4,0.87637129651972780E-4,0.10670847366216978E-3,0.78933403023660915E-7,0.24000233899022936E-6,0.50268727452223379E-6,0.23359881930041917E-6,0.10791417142602060E-6,0.67660691864072461E-7,0.14885475568209787E-6,0.16211859015729462E-6,0.49987174893178441E-7,0.13131717935266352E-7,0.13317495254720296E-7,0.22166466193438182E-7,0.70131769359783724E-2,0.93332345323875968E-2,0.87814359033760395E-2,0.60974794931685974E-2,0.66321509990036670E-2,0.55487004484926989E-2,0.39467118699102839E-2,0.24539825781309966E-2,0.18006566884467804E-2,0.15572920740601780E-2,0.22656010864905182E-2,0.33609356137671081E-2
0.89179309931518393E-9,0.27074208508190358E-8,0.35602528677119090E-8,0.14686701467384367E-8,0.24778628761227042E-9,0.50329249811670175E-9,0.82218469758519737E-9,0.19436390481571432E-8,0.82716779162595670E-9,0.37902497677900694E-9,0.43732459514188142E-9,0.24737318137054940E-9,0.55323291167835206E-7,0.13390854316869907E-6,0.23149397127901710E-6,0.94633112715578775E-7,0.13191556374379636E-6,0.14651489324105676E-6,0.54787698925443949E-7,0.55408623425890699E-7,0.20562337362522095E-7,0.10082077291891639E-7,0.11683599824053534E-7,0.86524327754257818E-8,0.74647420028218964E-7,0.20100644662946695E-6,0.31831467694256960E-6,0.12560515934838742E-6,0.10783838938101156E-6,0.14740660888295162E-6,0.73491497125603415E-7,0.12387894327907605E-6,0.49048104079532963E-7,0.23089643891950779E-7,0.26966645970502255E-7,0.15031851732342252E-7,0.18396137326637768E-9,0.53233903073770879E-9,0.79497132391182716E-9,0.30760923524149103E-9,0.13549884728448423E-9,0.25573858276539943E-9,0.17598325897314108E-9,0.38075485916621357E-9,0.15385625590096064E-9,0.71183369276547824E-10,0.82453423933498539E-10,0.42911410858767677E-10,0.70167270279357860E-2,0.93408966215132710E-2,0.87940334123264765E-2,0.61029830992493719E-2,0.66365442715739789E-2,0.55524224106598217E-2,0.39504008036338025E-2,0.24575227454576684E-2,0.18023523438572935E-2,0.15580785094157178E-2,0.22665388985292820E-2,0.33620962724967285E-2
0.18194100107457191E-3,0.38247805973977216E-3,0.43636490627234939E-3,0.32468201924659311E-3,0.34229903919261563E-3,0.24048397210104809E-3,0.33811980588398829E-3,0.15761170967560593E-3,0.82378154972076841E-4,0.46427414571567222E-4,0.54878429895615395E-4,0.10912568095187781E-3,0.12755480378283984E-3,0.30810550824941373E-3,0.33916438348301014E-3,0.23203805075779267E-3,0.27713776067679011E-3,0.16782154221850473E-3,0.15406482276444523E-3,0.71932763039723408E-4,0.31899740785387311E-4,0.17592278863823702E-4,0.19353417261637669E-4,0.44356832730661560E-4,0.31148750959505576E-3,0.74272822019645027E-3,0.90381578269190942E-3,0.60067546761973943E-3,0.62260661943496528E-3,0.42421471220720002E-3,0.54439696742633202E-3,0.26982781691537686E-3,0.13123455671377419E-3,0.71229186200077213E-4,0.81848891711874404E-4,0.16038847599248688E-3,0.48960652595678559E-4,0.11246218083777696E-3,0.15938000268762257E-3,0.10874605497836395E-3,0.13037789816015632E-3,0.99263624026806629E-4,0.13047403403719315E-3,0.62465411236413608E-4,0.28450447910253826E-4,0.14042056049680592E-4,0.15285481015846004E-4,0.28677449383428053E-4,0.47388525881153491E-4,0.10892771272276643E-3,0.15572036176398588E-3,0.10606686251524165E-3,0.12792351947573822E-3,0.97769794046457078E-4,0.12836666626484368E-3,0.61455049065501594E-4,0.27896655382545324E-4,0.13710220022769954E-4,0.14882729810444011E-4,0.27851268275773980E-4
0.20357186222098145E-4,0.29579431096357738E-4,0.29100554000517467E-4,0.26160438260092178E-4,0.28202931599094405E-4,0.21108702521198267E-4,0.15508053857475999E-4,0.95923696187132716E-5,0.49791082004237041E-5,0.36202871665894042E-5,0.48421335429420799E-5,0.80265132488272453E-5,0.74786804537914158E-3,0.10877241566712807E-2,0.10480052117683293E-2,0.96331662683176594E-3,0.98851353152805410E-3,0.70924794952680016E-3,0.53721304029417808E-3,0.33839113488237616E-3,0.17443208643132022E-3,0.12739903782801708E-3,0.16715462356098635E-3,0.28653506586251312E-3,0.74039436636286569E-2,0.99044697569906064E-2,0.93327978892595465E-2,0.66011405464816856E-2,0.71269839918928065E-2,0.58917456732430727E-2,0.42131653752902950E-2,0.26280599098263062E-2,0.18895376692572349E-2,0.16220050346686444E-2,0.23483352557490101E-2,0.35071267923065092E-2,0.52424804024309705E-7,0.76617255345235067E-7,0.15317728870375833E-7,0.59809522240717503E-7,0.15368772435621658E-6,0.25627136114478357E-6,0.12785435127131027E-6,0.42128462224501345E-7,0.28068403703288868E-7,0.17784850702037396E-7,0.45687303363710983E-7,0.13811028823317324E-7,0.16246471320656120E-5,0.23202070259004691E-5,0.18105145312543616E-5,0.21135975544139698E-5,0.18325325713474073E-5,0.10562238636840035E-5,0.99974105496846167E-6,0.55703366630896095E-6,0.29661955951552475E-6,0.22478300944942040E-6,0.30417941389736905E-6,0.57975987095511314E-6
0.12395304607862813E-3,0.17906594480423130E-3,0.20922898585512339E-3,0.19160161260856979E-3,0.28354628039567242E-3,0.25381972562602191E-3,0.17993721138466790E-3,0.96769419993844385E-4,0.47864572511926824E-4,0.31102110346804768E-4,0.43266383748358437E-4,0.63224172733861682E-4,0.41050004925323933E-7,0.31666230051002551E-8,0.89881641898547882E-7,0.98752020525678669E-7,0.22650622118665828E-6,0.15075526740742496E-6,0.41564517462331643E-7,0.95580859559800166E-8,0.37451377761002325E-7,0.24948664870507207E-7,0.33340227967607851E-7,0.52252143110206795E-7,0.71686749074092743E-2,0.95594623985950332E-2,0.90475833925277045E-2,0.63368064967023758E-2,0.69833275141167909E-2,0.58617350671966908E-2,0.41692942255171853E-2,0.25739884424741430E-2,0.18603008740259129E-2,0.15959128771630090E-2,0.23191269402256546E-2,0.34397923614764123E-2,0.87138969288577412E-4,0.12405715500411591E-3,0.14071708762397120E-3,0.13239461269860543E-3,0.19818184538496428E-3,0.17709242834772261E-3,0.12389699624475861E-3,0.64903050402200207E-4,0.32866127839902543E-4,0.21828666099934767E-4,0.30493411414623361E-4,0.44761399978175981E-4,0.87201735911077987E-4,0.12411803786328295E-3,0.14072248852531241E-3,0.13245262009227226E-3,0.19830582475454002E-3,0.17721282008316202E-3,0.12395595699846360E-3,0.64914793346400722E-4,0.32883955958968577E-4,0.21847569630770155E-4,0.30522654033878403E-4,0.44798896153132686E-4
0.16441729160910772E-3,0.20194360469217410E-3,0.14794856324872093E-3,0.16942471721866545E-3,0.20335974247601883E-3,0.15211588651721576E-3,0.11878461898370268E-3,0.56007149009626125E-4,0.38954073822089880E-4,0.33588756572710979E-4,0.54217538461227334E-4,0.87228597532687473E-4,0.39835374828761131E-6,0.94207954127473212E-6,0.13798647470543685E-5,0.82041856004610453E-6,0.75355728942768710E-6,0.49079074744771231E-6,0.44623463394345221E-6,0.36043190290303725E-6,0.13905855216563779E-6,0.61445384299766557E-7,0.74693281311107068E-7,0.11618191533304520E-6,0.71511353736737346E-2,0.95032084776322020E-2,0.89069852668417875E-2,0.62384885101876156E-2,0.67964602432914320E-2,0.56690887317856209E-2,0.40436648929579573E-2,0.25005055312549850E-2,0.18332992493374752E-2,0.15853418290096041E-2,0.23108480586259595E-2,0.34342701871860164E-2,0.16005860874698962E-6,0.24811608748136106E-6,0.25619273551418716E-6,0.23752584598644374E-6,0.26376404400024181E-6,0.21266095138655961E-6,0.17598524944542871E-6,0.97702793032690576E-7,0.49559409399639437E-7,0.32021634888317257E-7,0.47192122705099358E-7,0.72247247650120890E-7,0.14890809168599710E-5,0.18325489759542848E-5,0.13271762316943517E-5,0.15580039505034197E-5,0.18261270577051339E-5,0.13547610877694726E-5,0.10903531629492881E-5,0.51399336517407082E-6,0.35464551756737068E-6,0.30285981373052606E-6,0.48809971243904052E-6,0.79100257612903515E-6
0.56745874665864449E-7,0.10506819858591143E-6,0.18761734388306195E-6,0.88520968333227756E-7,0.23497672696493055E-6,0.26276882891806963E-6,0.17122436801741969E-6,0.87520812819263938E-7,0.40851499960581350E-7,0.17739698598973064E-7,0.34253533343076015E-7,0.36639358214074491E-7,0.70148625211263749E-2,0.93374029742854248E-2,0.87874693945666493E-2,0.60999326459976189E-2,0.66272146594936743E-2,0.55419850680471505E-2,0.39437672158859627E-2,0.24543500298346288E-2,0.18009098233129350E-2,0.15574733598477941E-2,0.22652855003357786E-2,0.33608402933094084E-2,0.61693215180458338E-2,0.81275341170972126E-2,0.75324121721287440E-2,0.50638232993893695E-2,0.52487698521730408E-2,0.43387715944254168E-2,0.31320543365076503E-2,0.20054577808181762E-2,0.15467033650296003E-2,0.13717399585555512E-2,0.19874770375238882E-2,0.29722320592728835E-2,0.91648910682806672E-9,0.17503110072425443E-8,0.37844394285002636E-8,0.16192158724948058E-8,0.64772187613471033E-8,0.72940098405638309E-8,0.43923309434035218E-8,0.18457124717485840E-8,0.81411544172738104E-9,0.31862290583717368E-9,0.73827610691523660E-9,0.70281558350870910E-9,0.42620129647730209E-8,0.77965633948906543E-8,0.11459055926366091E-7,0.68946182096851771E-8,0.16973333849534811E-7,0.15058243540977401E-7,0.12097567392288511E-7,0.51751936069877047E-8,0.24652280217196676E-8,0.10927703186780491E-8,0.22878587913055526E-8,0.26220803306387097E-8
0.71231408919440286E-6,0.12254538450662267E-5,0.20876872601031477E-5,0.81558057788792370E-6,0.19444507011930532E-5,0.21031724658134485E-5,0.14353068925980021E-5,0.80235537621338915E-6,0.48099789040634278E-6,0.24262272191322154E-6,0.47377245090037456E-6,0.50891385328100114E-6,0.73972408319307927E-2,0.98645716935941152E-2,0.92493060902028770E-2,0.64182851687736671E-2,0.69447687668840654E-2,0.57849071345591110E-2,0.41061999177912280E-2,0.25517777469833787E-2,0.18732525719052560E-2,0.16252288278958047E-2,0.23630727762835591E-2,0.35212226806032496E-2,0.17196431333725098E-4,0.29578505600369454E-4,0.49975970046745033E-4,0.19646743227852426E-4,0.46295175488708651E-4,0.49694028951089805E-4,0.34202116652911250E-4,0.19128829900812626E-4,0.11510377812366340E-4,0.58195303065389226E-5,0.11372653189548981E-4,0.12227752256658658E-4,0.21405321959377943E-7,0.36590751169759038E-7,0.62000612051823139E-7,0.23905918726067437E-7,0.56461963993115205E-7,0.59827325316064162E-7,0.41078389578785846E-7,0.22400505154488808E-7,0.13780482680895528E-7,0.70097342745138276E-8,0.13488857438422505E-7,0.15432840190972762E-7,0.62909576807138975E-7,0.10622277576051906E-6,0.14477081163496072E-6,0.72833274226506248E-7,0.14353662258770328E-6,0.12245417864894156E-6,0.10657492074036176E-6,0.52937701629692434E-7,0.32780024620630385E-7,0.17174857092072671E-7,0.34518157221441470E-7,0.41504204517650578E-7
0.34138025739594013E-5,0.52813436290932714E-5,0.45645143664785337E-5,0.33572432833750554E-5,0.17750970471297478E-5,0.46463580538613769E-5,0.31868807148782707E-5,0.13790592667817236E-4,0.73150422608136978E-5,0.44068978688471816E-5,0.75543383104559325E-5,0.10656952653675944E-5,0.39206504709454748E-7,0.73614003781585780E-7,0.68146466247753779E-7,0.39042991062387955E-7,0.29410163193688277E-7,0.80306516991868193E-7,0.25385737956185039E-7,0.10734977351489761E-6,0.46413850540716339E-7,0.28003732666093129E-7,0.44681724986617155E-7,0.56281201921137836E-8,0.45228510714423464E-5,0.70472548685529546E-5,0.61517482663475676E-5,0.44633697626750291E-5,0.23766042467343595E-5,0.61664302997144205E-5,0.41902771030777330E-5,0.17840868515861530E-4,0.95187147053366061E-5,0.57702381539570524E-5,0.98911177914828841E-5,0.14074025500576681E-5,0.74243669558882175E-2,0.99117142478455378E-2,0.93318091620275823E-2,0.64497949986197511E-2,0.70231286983357677E-2,0.58668107859816132E-2,0.41628042811936439E-2,0.25752918173527206E-2,0.18879081467471082E-2,0.16320745536813064E-2,0.23771804285033227E-2,0.35414231339458979E-2,0.24060252457047682E-5,0.36670181557951764E-5,0.30742592471710850E-5,0.23243137192707763E-5,0.12447347152999555E-5,0.32516967785056750E-5,0.21982653919394579E-5,0.92479240265674889E-5,0.50273378349174891E-5,0.31003482447999886E-5,0.53397702259871949E-5,0.75672268451398850E-6
